Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Skate Kitchen,268021.00,31222.00,236799.00,2,8.5000000000000000,1.04000000000000000000
Yellow Rose,,,367849.00,2,6.0000000000000000,0.70500000000000000000
Assisted Living,,,49048.00,2,7.5000000000000000,2.0000000000000000
I Trapped the Devil,,,n/a,2,4.5000000000000000,4.3350000000000000
The Island President,86331.00,11098.00,75233.00,2,9.0000000000000000,5.2100000000000000
The Embalmer,526029.00,469704.00,56325.00,2,10.0000000000000000,4.1650000000000000
Desert Flower,18405284.00,18360936.00,44348.00,2,10.0000000000000000,1.35000000000000000000
Every Breath You Take,294303.00,294303.00,n/a,2,3.5000000000000000,2.6050000000000000
Liyana,,,44045.00,2,9.0000000000000000,0E-20
The Ones Below,108391.00,95903.00,12488.00,2,6.5000000000000000,5.2200000000000000
Heartless,20435.00,16738.00,3697.00,2,6.0000000000000000,4.9700000000000000
Sonny,,,17639.00,2,9.0000000000000000,1.25000000000000000000
Desert Dancer,596335.00,441064.00,155271.00,2,5.5000000000000000,0.41500000000000000000
Dahmer,148235.00,4227.00,144008.00,2,6.5000000000000000,2.7550000000000000
Freakonomics,172867.00,71597.00,101270.00,2,4.0000000000000000,4.2800000000000000
Little Sister,,,n/a,2,8.0000000000000000,0E-20
Dark Was the Night,,,n/a,2,5.0000000000000000,2.6600000000000000
Zipper,,,n/a,2,5.0000000000000000,2.2900000000000000
Zama,631978.00,431797.00,200181.00,2,5.0000000000000000,2.2200000000000000
Little Woods,171910.00,21900.00,150010.00,2,8.5000000000000000,3.1500000000000000
Happy Tears,,,22464.00,2,7.0000000000000000,2.1150000000000000
The Fluffy Movie,,,2827393.00,2,9.0000000000000000,0E-20
Fierce People,,,85410.00,2,7.5000000000000000,0.50000000000000000000
Wonderland,1128468.00,67956.00,1060512.00,2,8.0000000000000000,5.0400000000000000
Under Suspicion,,,334245.00,2,9.0000000000000000,0.61000000000000000000
One Bright Shining Moment,,,15504.00,2,6.0000000000000000,0E-20
It Felt Like Love,,,33817.00,2,3.0000000000000000,1.7950000000000000
Dark River,199216.00,191502.00,7714.00,2,7.5000000000000000,11.1000000000000000
7 Minutes,,,n/a,2,7.0000000000000000,0E-20
Cinemania,,,11305.00,2,5.0000000000000000,3.2400000000000000
Reclaim,,,n/a,2,2.0000000000000000,2.0100000000000000
Goodbye to All That,,,13790.00,2,8.0000000000000000,1.31000000000000000000
Veronica Guerin,9438074.00,7868156.00,1569918.00,2,5.5000000000000000,3.7050000000000000
Committed,,,31844.00,2,8.5000000000000000,0.70500000000000000000
American Mary,,,n/a,2,4.5000000000000000,3.7950000000000000
Viper Club,,,60607.00,2,9.0000000000000000,0.59500000000000000000
Northfork,1445140.00,24562.00,1420578.00,2,7.5000000000000000,0.67000000000000000000
Fatima,188683.00,138578.00,50105.00,2,7.0000000000000000,0.51500000000000000000
Alice,9194.00,4194.00,5000.00,2,8.0000000000000000,0E-20
Entertainment,,,55506.00,2,4.5000000000000000,0.98500000000000000000
The Closer You Get,,,221898.00,2,9.5000000000000000,0.41500000000000000000
Operation Avalanche,51882.00,51882.00,n/a,2,8.0000000000000000,0.46000000000000000000
The Giant Mechanical Man,,,7396.00,2,6.5000000000000000,2.6400000000000000
The Trumpet of the Swan,,,152525.00,2,6.5000000000000000,4.0000000000000000
My Life Directed by Nicolas Winding Refn,,,n/a,2,6.5000000000000000,3.6200000000000000
The Work,20574.00,14721.00,5853.00,2,10.0000000000000000,3.4550000000000000
Obit,,,312777.00,2,8.0000000000000000,2.1900000000000000
1985,34710.00,34710.00,n/a,2,7.0000000000000000,2.0850000000000000
Brother,477693.00,27099.00,450594.00,2,7.5000000000000000,0.50000000000000000000
Beyond Honor,,,6437.00,2,9.0000000000000000,2.9800000000000000
Killing Them Safely,,,n/a,2,8.5000000000000000,5.9650000000000000
Game 6,,,129664.00,2,9.0000000000000000,1.15500000000000000000
Stage Mother,28711.00,28711.00,n/a,2,8.5000000000000000,3.2750000000000000
Twentynine Palms,81517.00,26994.00,54523.00,2,8.0000000000000000,4.6500000000000000
Greener Grass,78649.00,21265.00,57384.00,2,7.0000000000000000,1.8150000000000000
The Musketeer,,,27053815.00,2,7.0000000000000000,2.1200000000000000
Shaolin,35066099.00,35000000.00,66099.00,2,7.0000000000000000,3.7000000000000000
How to Lose a Guy in 10 Days,178503788.00,72696268.00,105807520.00,2,6.5000000000000000,3.2250000000000000
Jane,1956083.00,232704.00,1723379.00,2,8.5000000000000000,0.93500000000000000000
The Late Bloomer,,,n/a,2,2.5000000000000000,6.2500000000000000
Shelter,,,n/a,2,8.5000000000000000,2.4700000000000000
Juwanna Mann,13771817.00,200000.00,13571817.00,2,5.5000000000000000,1.7850000000000000
Gossip,12591270.00,7482450.00,5108820.00,2,3.5000000000000000,3.7650000000000000
Terms and Conditions May Apply,89117.00,33293.00,55824.00,2,9.5000000000000000,3.1300000000000000
Surviving Christmas,14328813.00,3130468.00,11198345.00,2,6.0000000000000000,0.45000000000000000000
Donnybrook,,,26284.00,2,2.5000000000000000,4.6550000000000000
Golden Exits,,,37801.00,2,7.5000000000000000,2.2750000000000000
Steel City,,,10227.00,2,7.5000000000000000,3.5150000000000000
Japanese Story,4647054.00,4000000.00,647054.00,2,5.0000000000000000,1.13500000000000000000
Hate Crime,,,40981.00,2,6.5000000000000000,4.5850000000000000
Dark Streets,,,10958.00,2,2.5000000000000000,2.7050000000000000
Hello I Must Be Going,,,106709.00,2,6.5000000000000000,2.4300000000000000
Lucky,2600032.00,1644107.00,955925.00,2,2.0000000000000000,8.4950000000000000
Why Stop Now,,,2432.00,2,2.5000000000000000,3.5850000000000000
The Children of Huang Shi,8221700.00,7189828.00,1031872.00,2,8.5000000000000000,2.7500000000000000
A Field in England,,,32846.00,2,8.5000000000000000,1.6300000000000000
Riding the Bullet,,,101107.00,2,4.5000000000000000,4.5650000000000000
The Inheritance,,,67820.00,2,5.0000000000000000,3.2800000000000000
The Reckoning,50635.00,50635.00,n/a,2,4.0000000000000000,4.3500000000000000
New York Minute,21156715.00,7138351.00,14018364.00,2,1.00000000000000000000,3.7500000000000000
Looking Glass,80612.00,80612.00,n/a,2,4.5000000000000000,8.0600000000000000
Sweetwater,,,6147.00,2,3.5000000000000000,7.6200000000000000
Beats,325605.00,325605.00,n/a,2,9.5000000000000000,0.24500000000000000000
In America,25382911.00,9843255.00,15539656.00,2,8.5000000000000000,1.13000000000000000000
Night Comes On,,,n/a,2,7.5000000000000000,6.5550000000000000
Beautiful,,,3134509.00,2,1.5000000000000000,8.2250000000000000
Pieces of April,3571253.00,1042589.00,2528664.00,2,9.0000000000000000,0E-20
Like Mike,62432423.00,11000000.00,51432423.00,2,7.5000000000000000,1.5150000000000000
The Truth About Charlie,6003000.00,700000.00,5303000.00,2,5.0000000000000000,1.45500000000000000000
45365,,,1909.00,2,7.0000000000000000,0E-20
Stardust,137022245.00,98387307.00,38634938.00,2,3.0000000000000000,1.7500000000000000
The Barber,,,n/a,2,4.5000000000000000,2.5400000000000000
The Escapist,463671.00,450232.00,13439.00,2,6.0000000000000000,1.43000000000000000000
Himizu,10390.00,10390.00,n/a,2,3.5000000000000000,1.5800000000000000
Demonlover,568063.00,336307.00,231756.00,2,5.0000000000000000,2.6850000000000000
Chronic,373581.00,364548.00,9033.00,2,6.5000000000000000,1.8400000000000000
Sleep Dealer,108907.00,28771.00,80136.00,2,6.5000000000000000,1.16500000000000000000
Dear Dictator,9765.00,9765.00,n/a,2,3.5000000000000000,2.5850000000000000
Standard Operating Procedure,332120.00,103290.00,228830.00,2,9.5000000000000000,1.06500000000000000000
Changing the Game,,,n/a,2,0.50000000000000000000,3.9350000000000000
The Forbidden Room,48064.00,13660.00,34404.00,2,9.0000000000000000,8.1600000000000000
Poolhall Junkies,,,563711.00,2,10.0000000000000000,0E-20
Georgetown,,,n/a,2,5.5000000000000000,3.1850000000000000
Some Kind of Heaven,54864.00,9796.00,45068.00,2,10.0000000000000000,1.5900000000000000
Last Love,,,n/a,2,7.0000000000000000,2.5900000000000000
Synchronicity,,,4505.00,2,7.5000000000000000,2.3250000000000000
Shirkers,,,n/a,2,8.0000000000000000,0E-20
One Chance,6918014.00,6827422.00,90592.00,2,7.5000000000000000,4.3600000000000000
Prevenge,94100.00,94100.00,n/a,2,6.5000000000000000,3.5450000000000000
Relaxer,,,6133.00,2,7.0000000000000000,0.72500000000000000000
Bloody Hell,107942.00,74772.00,33170.00,2,5.5000000000000000,5.3450000000000000
The Claim,1375635.00,753612.00,622023.00,2,6.5000000000000000,1.7550000000000000
America the Beautiful,,,76173.00,2,4.5000000000000000,0E-20
Chopper,3980695.00,3746436.00,234259.00,2,7.0000000000000000,0E-20
Boynton Beach Club,,,3127472.00,2,10.0000000000000000,0E-20
Knife Fight,,,2019.00,2,7.5000000000000000,1.25000000000000000000
Mickey and the Bear,,,57716.00,2,5.5000000000000000,2.9400000000000000
Dedication,,,91164.00,2,6.0000000000000000,2.4050000000000000
Angel of Mine,161290.00,161290.00,n/a,2,5.0000000000000000,2.6300000000000000
The Eclipse,,,133411.00,2,6.5000000000000000,5.8050000000000000
Barrymore,,,n/a,2,8.5000000000000000,1.29500000000000000000
Chevalier,51493.00,25797.00,25696.00,2,2.0000000000000000,1.33000000000000000000
Bandits,71523271.00,30000000.00,41523271.00,2,8.5000000000000000,3.3350000000000000
Miss Juneteenth,38355.00,38355.00,n/a,2,7.5000000000000000,3.2800000000000000
Battlefield America,80805.00,80805.00,n/a,1,5.0000000000000000,4.8400000000000000
Invincible,58501127.00,694175.00,57806952.00,1,9.0000000000000000,25.0000000000000000
Unrelated,,,4419.00,1,,0E-20
We the Party,,,n/a,1,,0E-20
Ahead of Time,,,33024.00,1,,0E-20
The Waiting Room,,,244092.00,1,6.0000000000000000,1.20000000000000000000
Russian Doll,,,127103.00,1,,0E-20
Brief Interviews with Hideous Men,,,33745.00,1,5.0000000000000000,0E-20
The Look of Love,603119.00,587000.00,16119.00,1,3.0000000000000000,1.31000000000000000000
The Woman in the Fifth,203413.00,95492.00,107921.00,1,,0E-20
King Georges,,,51663.00,1,,0E-20
The Jeffrey Dahmer Files,,,n/a,1,,0E-20
Peter and the Farm,,,18123.00,1,,0E-20
Love in the Time of Money,,,6259.00,1,,0E-20
"Milwaukee, Minnesota",,,17528.00,1,2.0000000000000000,0E-20
Nakom,,,n/a,1,,0E-20
Little Secrets,,,405182.00,1,,0E-20
Just Looking,,,39852.00,1,,0E-20
An Everlasting Piece,,,75078.00,1,,0E-20
Escapes,,,n/a,1,,0E-20
The Marc Pease Experience,394033.00,390000.00,4033.00,1,,0E-20
The Simian Line,,,18601.00,1,,0E-20
Fatima,188683.00,138578.00,50105.00,1,,0E-20
Small Time,,,n/a,1,,0E-20
Valentin,,,275363.00,1,10.0000000000000000,5.4500000000000000
The Details,,,63595.00,1,,0E-20
Maya Dardel,,,n/a,1,,0E-20
Dough,1728152.00,579848.00,1148304.00,1,8.0000000000000000,0.57000000000000000000
Animals,,,22001.00,1,,0E-20
Claire in Motion,,,n/a,1,,0E-20
Up at the Villa,3740113.00,806952.00,2933161.00,1,,0E-20
Kite,,,n/a,1,,0E-20
After Auschwitz,,,n/a,1,,0E-20
Adventures of the Penguin King,,,n/a,1,,0E-20
Southpaw,94156456.00,41734503.00,52421953.00,1,,0E-20
Barenaked in America,,,45170.00,1,,0E-20
Mohawk,,,n/a,1,3.0000000000000000,3.4500000000000000
Domain,,,n/a,1,,0E-20
Word Wars,,,76481.00,1,,0E-20
Days of the Bagnold Summer,200382.00,200382.00,n/a,1,8.0000000000000000,0E-20
A House on a Hill,,,678.00,1,,0E-20
Dean,,,254536.00,1,,0E-20
First Love,24727.00,24727.00,n/a,1,,0E-20
Incitement,143204.00,2898.00,140306.00,1,5.0000000000000000,2.1400000000000000
The Vessel,,,n/a,1,,0E-20
Studio 54,266663.00,66896.00,199767.00,1,4.0000000000000000,0.35000000000000000000
Rubberneck,,,4150.00,1,,0E-20
Art Bastard,,,19600.00,1,,0E-20
VHYes,,,47037.00,1,4.0000000000000000,0E-20
Auto Focus,2703821.00,641755.00,2062066.00,1,,0E-20
Everything Put Together,7890.00,7890.00,n/a,1,9.0000000000000000,6.6700000000000000
Under African Skies,,,n/a,1,,0E-20
"Flamenco, Flamenco",72783.00,1051.00,71732.00,1,,0E-20
Big Men,,,55032.00,1,,0E-20
Donbass,68031.00,68031.00,n/a,1,7.0000000000000000,4.2600000000000000
My Father Die,,,4252.00,1,,0E-20
Happiness Runs,,,7199.00,1,,0E-20
Desert One,,,n/a,1,,0E-20
Weightless,,,4461.00,1,,0E-20
Yosemite,,,13931.00,1,,0E-20
Language of a Broken Heart,,,19186.00,1,,0E-20
The Competition,,,n/a,1,,0E-20
Lightning in a Bottle,213091.00,11517.00,201574.00,1,,0E-20
Chef Flynn,69543.00,1136.00,68407.00,1,,0E-20
The Lady and the Duke,,,329845.00,1,,0E-20
Into the Ashes,9687.00,9687.00,n/a,1,,0E-20
Operation Filmmaker,,,11573.00,1,,0E-20
Stand Clear of the Closing Doors,,,17282.00,1,,0E-20
Earthwork,,,n/a,1,,0E-20
Max Rose,,,66880.00,1,,0E-20
Skins,,,249204.00,1,,0E-20
Never Again,308793.00,1162.00,307631.00,1,0E-20,3.1900000000000000
Chasing Papi,12657377.00,6531140.00,6126237.00,1,,0E-20
The Opportunists,,,581142.00,1,,0E-20
"Small, Beautifully Moving Parts",,,8631.00,1,,0E-20
Citizen K,148374.00,28908.00,119466.00,1,6.0000000000000000,2.6800000000000000
Restaurant,,,73613.00,1,,0E-20
The Tunnel,,,46296.00,1,2.0000000000000000,3.5400000000000000
Crossing the Line,,,9258.00,1,,0E-20
Every Secret Thing,,,103536.00,1,,0E-20
Grateful Dawg,,,359237.00,1,,0E-20
Amy,23778585.00,15365441.00,8413144.00,1,,0E-20
Red Flag,,,4150.00,1,2.0000000000000000,1.87000000000000000000
Return,32279.00,32279.00,n/a,1,,0E-20
We Come as Friends,,,50921.00,1,,0E-20
The Little Traitor,,,402088.00,1,,0E-20
The Invisible Circus,496197.00,418619.00,77578.00,1,,0E-20
The Rachel Divide,,,n/a,1,,0E-20
The Human Factor,42815.00,6122.00,36693.00,1,,0E-20
Machines,14331.00,4621.00,9710.00,1,,0E-20
Jump Tomorrow,,,187474.00,1,,0E-20
Bitch,689.00,689.00,n/a,1,1.00000000000000000000,6.1200000000000000
Inside the Rain,,,8140.00,1,,0E-20
Tove,2324060.00,2324060.00,n/a,1,,0E-20
Maryam,,,129265.00,1,,0E-20
Queen of the Desert,1578543.00,1578543.00,n/a,1,,0E-20
Back Roads,,,n/a,1,,0E-20
Just Like a Woman,,,n/a,1,,0E-20
Hearts and Bones,96750.00,96750.00,n/a,1,,0E-20
Viola,,,20669.00,1,,0E-20
Pledge,,,n/a,1,3.0000000000000000,3.8000000000000000
Videocracy,,,32790.00,1,,0E-20
Shanghai Calling,,,10443.00,1,,0E-20
Two Men Went to War,191080.00,39947.00,151133.00,1,,0E-20
First Daughter,10419084.00,1364074.00,9055010.00,1,,0E-20
The Cup,,,n/a,1,,0E-20
Venus and Serena,,,51271.00,1,7.0000000000000000,1.69000000000000000000
West of the Jordan River,,,1926.00,1,,0E-20
Land of the Blind,,,5244.00,1,9.0000000000000000,2.9400000000000000
Speer Goes to Hollywood,,,n/a,1,,0E-20
Kill the Poor,,,n/a,1,3.0000000000000000,16.6700000000000000
Goldie,,,2302.00,1,,0E-20
The Filth and the Fury,,,612192.00,1,10.0000000000000000,0E-20
Valley of Love,1172689.00,1144041.00,28648.00,1,,0E-20
Phyllis and Harold,,,5992.00,1,,0E-20
The Last Man,12047.00,12047.00,n/a,1,,0E-20
Deterrence,371647.00,227064.00,144583.00,1,,0E-20
The Tree,,,71158.00,1,6.0000000000000000,1.69000000000000000000
To Be Takei,,,51481.00,1,,0E-20
Billy the Kid,,,43129.00,1,,0E-20
Only the Strong Survive,,,57322.00,1,6.0000000000000000,0E-20
Greedy Lying Bastards,,,45000.00,1,0E-20,8.8800000000000000
Sea of Shadows,2000.00,2000.00,n/a,1,,0E-20
Three Peaks,19530.00,3314.00,16216.00,1,8.0000000000000000,0E-20
Take Me to the River,,,68598.00,1,,0E-20
After Words,,,n/a,1,,0E-20
Stella Street,,,2574.00,1,,0E-20
Surfwise,,,269994.00,1,,0E-20
Informant,,,10068.00,1,,0E-20
Wrestle,,,26597.00,1,10.0000000000000000,0E-20
My Art,,,12554.00,1,,0E-20
The Cookout,,,11540112.00,1,,0E-20
Tanner Hall,,,5073.00,1,,0E-20
The Last Tree,228648.00,218520.00,10128.00,1,6.0000000000000000,0.61000000000000000000
Every Thing Will Be Fine,588112.00,588112.00,n/a,1,,0E-20
Edge of Winter,,,n/a,1,5.0000000000000000,0.88000000000000000000
Bride Flight,4161287.00,3659927.00,501360.00,1,6.0000000000000000,2.8300000000000000
Dirty Laundry,,,20138.00,1,,0E-20
Divan,,,56214.00,1,,0E-20
Before the Rains,1057128.00,20000.00,1037128.00,1,,0E-20
Eden,233887.00,168427.00,65460.00,1,,0E-20
44 Inch Chest,,,39033.00,1,4.0000000000000000,7.8900000000000000
Oranges and Sunshine,,,n/a,1,9.0000000000000000,4.2700000000000000
Sibyl,2960715.00,2960715.00,n/a,1,,0E-20
Charlie Victor Romeo,,,n/a,1,,0E-20
Aloft,531139.00,478053.00,53086.00,1,,0E-20
Planetarium,540590.00,540590.00,n/a,1,6.0000000000000000,1.17000000000000000000
The Green Prince,480408.00,222171.00,258237.00,1,8.0000000000000000,0E-20
Sex with Strangers,,,247740.00,1,,0E-20
The Crash,,,n/a,1,3.0000000000000000,5.8800000000000000
The Sleeping Beauty,,,n/a,1,,0E-20
Terraferma,157372.00,157372.00,n/a,1,,0E-20
Cool and Crazy,,,28099.00,1,,0E-20
The Twentieth Century,,,n/a,1,,0E-20
Benjamin,97423.00,97423.00,n/a,1,,0E-20
The Big Kahuna,3713451.00,563344.00,3150107.00,1,7.0000000000000000,2.9900000000000000
Whole New Thing,,,11445.00,1,7.0000000000000000,0E-20
Winnie Mandela,,,61847.00,1,,0E-20
The Truth,670133.00,670133.00,n/a,1,7.0000000000000000,0E-20
Shower,,,1157764.00,1,,0E-20
Wrong Cops,,,n/a,1,,0E-20
Musical Chairs,,,31478.00,1,,0E-20
The Greening of Whitney Brown,,,n/a,1,,0E-20
Last Dance,,,14781.00,1,,0E-20
Max,43658157.00,1001902.00,42656255.00,1,8.0000000000000000,7.4800000000000000
By Sidney Lumet,,,n/a,1,,0E-20
Tickling Giants,,,n/a,1,10.0000000000000000,2.2200000000000000
The Best and the Brightest,,,n/a,1,1.00000000000000000000,1.34000000000000000000
Touch Me Not,40578.00,26796.00,13782.00,1,8.0000000000000000,9.0900000000000000
Innocence,,,292824.00,1,,0E-20
The Talent Given Us,,,66014.00,1,8.0000000000000000,0E-20
Divine Intervention,,,1485.00,1,1.00000000000000000000,1.44000000000000000000
Writer of O,,,8127.00,1,,0E-20
Benjamin Smoke,,,36807.00,1,,0E-20
"Literally, Right Before Aaron",,,n/a,1,3.0000000000000000,8.5700000000000000
Abundant Acreage Available,,,n/a,1,,0E-20
Sound and Fury,,,113512.00,1,9.0000000000000000,2.3500000000000000
For the Love of Spock,,,80141.00,1,8.0000000000000000,0.59000000000000000000
An Open Secret,,,n/a,1,,0E-20
The Cartel,,,6569.00,1,,0E-20
Holy Rollers,,,303064.00,1,6.0000000000000000,0.81000000000000000000
The Low Down,,,32395.00,1,,0E-20
Gimme the Loot,244333.00,145263.00,99070.00,1,5.0000000000000000,0E-20
An Invisible Sign,,,1279.00,1,7.0000000000000000,4.2700000000000000
Turn It Up,,,1244676.00,1,,0E-20
Assassination Tango,1282877.00,282204.00,1000673.00,1,,0E-20
Theo Who Lived,,,11271.00,1,,0E-20
The Lie,,,n/a,1,,0E-20
Colliding Dreams,,,78288.00,1,8.0000000000000000,0E-20
Happenstance,,,251444.00,1,6.0000000000000000,1.60000000000000000000
Calle 54,,,183140.00,1,,0E-20
The Specials,,,12996.00,1,5.0000000000000000,2.7000000000000000
Free the Nipple,,,935.00,1,5.0000000000000000,5.2000000000000000
The Business of Strangers,1290920.00,260000.00,1030920.00,1,,0E-20
Backstage,595281.00,595281.00,n/a,1,,0E-20
23 Blast,,,549185.00,1,5.0000000000000000,1.50000000000000000000
Dancer,1319573.00,1256995.00,62578.00,1,,0E-20
The Last Shot,,,463730.00,1,9.0000000000000000,0E-20
The Lost Arcade,,,7500.00,1,,0E-20
Us and Them,49.00,49.00,n/a,1,,0E-20
The Hebrew Hammer,90213.00,12458.00,77755.00,1,,0E-20
Welcome to Collinwood,4606284.00,4227634.00,378650.00,1,,0E-20
White Wedding,,,11711.00,1,,0E-20
Lost in La Mancha,2440345.00,1705831.00,734514.00,1,4.0000000000000000,2.8600000000000000
A State of Mind,,,41468.00,1,8.0000000000000000,0.72000000000000000000
Dealt,,,30414.00,1,,0E-20
The Sleepwalker,53240.00,50604.00,2636.00,1,,0E-20
3,295492.00,235718.00,59774.00,1,0E-20,0E-20
A River Below,,,n/a,1,,0E-20
Praise,,,30432.00,1,,0E-20
The Circle,40651864.00,20154020.00,20497844.00,1,,0E-20
Touching Home,,,110594.00,1,,0E-20
The City of Your Final Destination,1353296.00,860000.00,493296.00,1,8.0000000000000000,5.6200000000000000
Euphoria,68688.00,68688.00,n/a,1,1.00000000000000000000,1.43000000000000000000
Actress,,,19365.00,1,,0E-20
The Road Movie,,,35757.00,1,,0E-20
Hive,69974.00,56219.00,13755.00,1,10.0000000000000000,0E-20
XX/XY,,,103874.00,1,,0E-20
Call Me Lucky,,,n/a,1,,0E-20
Blue Story,5870623.00,5870623.00,n/a,1,,0E-20
Puzzle,2266853.00,235611.00,2031242.00,1,,0E-20
Moving Midway,,,40864.00,1,,0E-20
Greetings from Tim Buckley,,,11157.00,1,,0E-20
Bollywood/Hollywood,2056380.00,565297.00,1491083.00,1,8.0000000000000000,1.78000000000000000000
Italian for Beginners,,,4447186.00,1,,0E-20
Souvenir,353653.00,342575.00,11078.00,1,,0E-20
Lemon,,,29258.00,1,4.0000000000000000,0.91000000000000000000
Blue Car,475367.00,11241.00,464126.00,1,8.0000000000000000,2.9400000000000000
Little Birds,,,16594.00,1,,0E-20
All We Had,,,n/a,1,,0E-20
24 City,42629.00,11830.00,30799.00,1,,0E-20
Thunder Soul,,,143986.00,1,,0E-20
Rocks in My Pockets,,,34236.00,1,,0E-20
Bounty Killer,210.00,210.00,n/a,1,,0E-20
Fightville,,,1333.00,1,,0E-20
The Punk Singer,144676.00,23258.00,121418.00,1,,0E-20
Orchestra of Exiles,,,34577.00,1,,0E-20
Full of It,,,14273.00,1,,0E-20
The Gatekeeper,,,309941.00,1,,0E-20
The Event,,,54288.00,1,,0E-20
Hannah,136485.00,136485.00,n/a,1,6.0000000000000000,1.80000000000000000000
Step,1176294.00,30002.00,1146292.00,1,6.0000000000000000,0.60000000000000000000
Asia,2170.00,2170.00,n/a,1,,0E-20
No Place on Earth,,,200238.00,1,,0E-20
Explicit Ills,,,28564.00,1,5.0000000000000000,0E-20
The Grace Lee Project,,,5965.00,1,,0E-20
Orfeu,,,121045.00,1,,0E-20
30 Beats,52781.00,38095.00,14686.00,1,1.00000000000000000000,0E-20
The Unforeseen,,,90287.00,1,,0E-20
Cupcakes,,,9129.00,1,,0E-20
Pipe Dream,,,7998.00,1,,0E-20
Photograph,985026.00,640492.00,344534.00,1,8.0000000000000000,0E-20
Amu,,,22121.00,1,10.0000000000000000,0.97000000000000000000
A Family Affair,61045.00,61045.00,n/a,1,,0E-20
Possession,14805812.00,4702165.00,10103647.00,1,,0E-20
Black Out,,,2734.00,1,,0E-20
Special,26822.00,19620.00,7202.00,1,,0E-20
Postmen in the Mountains,,,203975.00,1,,0E-20
Maidan,,,n/a,1,0E-20,2.9200000000000000
A Dirty Shame,,,1339668.00,1,6.0000000000000000,3.4000000000000000
Brooklyn Castle,,,219407.00,1,,0E-20
I Sell the Dead,,,7066.00,1,,0E-20
Goya in Bordeaux,,,719755.00,1,,0E-20
Crimson Gold,314685.00,166841.00,147844.00,1,,0E-20
O Jerusalem,2195669.00,1961189.00,234480.00,1,5.0000000000000000,4.3900000000000000
Klimt,,,86051.00,1,,0E-20
Nearing Grace,,,n/a,1,8.0000000000000000,0E-20
The Black Tulip,,,n/a,1,,0E-20
Hampstead,6223958.00,6075322.00,148636.00,1,7.0000000000000000,2.5000000000000000
The Judge,23126.00,869.00,22257.00,1,,0E-20
Francofonia,1054906.00,747866.00,307040.00,1,6.0000000000000000,1.15000000000000000000
The Legend of Leigh Bowery,,,10445.00,1,,0E-20
Roadie,,,7825.00,1,8.0000000000000000,2.3300000000000000
Meeting Resistance,,,20469.00,1,9.0000000000000000,5.0000000000000000
My Zoe,61224.00,8491.00,52733.00,1,5.0000000000000000,0.77000000000000000000
Trust Me,247123.00,247123.00,n/a,1,,0E-20
I Am,,,1591034.00,1,1.00000000000000000000,0E-20
Blossoms of Fire,,,2390.00,1,10.0000000000000000,1.92000000000000000000
A Love Affair of Sorts,,,n/a,1,,0E-20
Littlerock,,,17309.00,1,7.0000000000000000,0E-20
Shanghai Ghetto,,,712446.00,1,,0E-20
The 11th Hour,,,n/a,1,3.0000000000000000,7.1400000000000000
The Cherry Orchard,,,131188.00,1,,0E-20
Last Orders,,,2326407.00,1,7.0000000000000000,0.96000000000000000000
Lowriders,6188421.00,8466.00,6179955.00,1,3.0000000000000000,0E-20
Morlang,,,n/a,1,,0E-20
The Beauty Academy of Kabul,,,225448.00,1,2.0000000000000000,2.2500000000000000
Paparazzi,16612072.00,900000.00,15712072.00,1,,0E-20
Last Call at the Oasis,,,40846.00,1,8.0000000000000000,2.2600000000000000
The Big Tease,,,185577.00,1,,0E-20
Railroad Tigers,101822673.00,101604629.00,218044.00,1,,0E-20
Rich Hill,,,n/a,1,,0E-20
Hockney,231717.00,110972.00,120745.00,1,,0E-20
Teenage,,,40169.00,1,4.0000000000000000,1.65000000000000000000
Knuckle,,,2647.00,1,8.0000000000000000,2.8600000000000000
Zero Motivation,141863.00,25819.00,116044.00,1,10.0000000000000000,0E-20
Frontrunners,,,26976.00,1,,0E-20
I Dreamed of Africa,14291999.00,7748805.00,6543194.00,1,,0E-20
Pump,,,89787.00,1,,0E-20
The Black Balloon,,,10342.00,1,,0E-20
Sadie,,,n/a,1,,0E-20
Tiger Eyes,,,27160.00,1,10.0000000000000000,4.2700000000000000
Brother to Brother,,,79315.00,1,10.0000000000000000,2.7000000000000000
The Workers Cup,,,n/a,1,,0E-20
Merchants of Doubt,200562.00,8200.00,192362.00,1,9.0000000000000000,2.1200000000000000
The Gospel of Eureka,,,20873.00,1,,0E-20
Incantato,,,22758.00,1,5.0000000000000000,2.0000000000000000
Anything,,,19037.00,1,8.0000000000000000,1.71000000000000000000
I Will Follow You Into the Dark,,,n/a,1,1.00000000000000000000,3.1200000000000000
Pandaemonium,1438.00,1438.00,n/a,1,,0E-20
Tomorrow,18331.00,18331.00,n/a,1,,0E-20
Rafiki,176513.00,38545.00,137968.00,1,,0E-20
Civil Brand,,,254293.00,1,,0E-20
Crown Heights,,,238553.00,1,6.0000000000000000,2.7000000000000000
Untogether,,,n/a,1,,0E-20
Wendigo,,,99958.00,1,4.0000000000000000,5.1500000000000000
Six Minutes to Midnight,2786250.00,2653750.00,132500.00,1,6.0000000000000000,4.2800000000000000
Life During Wartime,,,281447.00,1,3.0000000000000000,3.5500000000000000
Running from Crazy,,,33300.00,1,,0E-20
Biker Boyz,22105310.00,197276.00,21908034.00,1,5.0000000000000000,1.59000000000000000000
Mojave,9213.00,960.00,8253.00,1,4.0000000000000000,2.5000000000000000
