Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Joker,4116517.00,3947336.00,169181.00,2764,9.0944625407166124,2.0173842257597685
Captain Marvel,1129727388.00,702897549.00,426829839.00,2075,3.4149397590361446,4.1224819277108434
The Dark Knight,998615789.00,464894842.00,533720947.00,1462,8.7597535934291581,1.9073119015047880
The Dark Knight Rises,1082228107.00,634089008.00,448139099.00,1454,8.7935306262904336,1.9590990371389271
Avatar,2845899541.00,2085391916.00,760507625.00,1294,7.2891472868217054,2.0293740340030912
Inception,728582465.00,436006270.00,292576195.00,1124,8.3612099644128114,1.7578914590747331
Man of Steel,667999518.00,376954000.00,291045518.00,1065,7.3896713615023474,2.4211361502347418
Black Panther,1336494321.00,636434755.00,700059566.00,931,6.0000000000000000,3.1633941997851772
Wonder Woman 1984,166360232.00,119559196.00,46801036.00,876,3.9703196347031963,4.5919748858447489
Interstellar,651994868.00,463976974.00,188017894.00,859,7.9441210710128056,1.6669732246798603
The Avengers,1515100211.00,891742301.00,623357910.00,850,8.1696113074204947,1.7926000000000000
Suicide Squad,745744980.00,420644926.00,325100054.00,832,5.7512019230769231,3.4068028846153846
Warcraft,438899824.00,391534534.00,47365290.00,720,8.1250000000000000,2.0330416666666667
Watchmen,186976250.00,79466451.00,107509799.00,703,7.4679943100995733,2.4686628733997155
Justice League,655945209.00,426920914.00,229024295.00,673,6.1292719167904903,3.4582912332838039
The Matrix Resurrections,156467817.00,118781012.00,37686805.00,657,3.2983257229832572,3.9042009132420091
Prometheus,402448265.00,275971181.00,126477084.00,654,5.9342507645259939,2.5986085626911315
King Kong,550517357.00,332437332.00,218080025.00,653,6.3843797856049005,2.6415467075038285
No Country for Old Men,164035753.00,89762248.00,74273505.00,647,6.8763523956723338,2.8069551777434312
Brokeback Mountain,176980863.00,93937102.00,83043761.00,644,8.3819875776397516,2.2921428571428571
District 9,212453431.00,96807196.00,115646235.00,624,7.5874799357945425,2.6223237179487179
Guardians of the Galaxy,770882395.00,437168283.00,333714112.00,602,8.1860465116279070,1.8326578073089701
Wonder Woman,818058221.00,405494813.00,412563408.00,598,7.3193979933110368,2.1825083612040134
Black Widow,379751655.00,196100000.00,183651655.00,579,6.9861591695501730,2.7913126079447323
Transformers,708272592.00,389026399.00,319246193.00,577,6.8024263431542461,2.5505719237435009
There Will Be Blood,77208711.00,36986197.00,40222514.00,577,7.1646447140381282,2.7831542461005199
300,454161935.00,243546996.00,210614939.00,577,6.9601386481802426,3.0481629116117851
Venom,856081053.00,642569645.00,213511408.00,575,6.9200000000000000,2.6299478260869565
Blade Runner 2049,258829058.00,166774899.00,92054159.00,572,7.9208633093525180,1.3887587412587413
Iron Man 3,1215392272.00,806400000.00,408992272.00,570,5.8526315789473684,3.1660701754385965
Mortal Kombat,83508369.00,41182338.00,42326031.00,548,6.1222627737226277,3.1146715328467153
Mulan,69965374.00,69965374.00,n/a,548,2.7609489051094891,3.9136313868613139
Indiana Jones and the Kingdom of the Crystal Skull,786635413.00,469534294.00,317101119.00,547,4.9817184643510055,4.0818098720292505
The Hunger Games,677923379.00,269912687.00,408010692.00,533,6.8030018761726079,2.5376735459662289
Iron Man,585171547.00,266567421.00,318604126.00,533,8.3039399624765478,1.7882739212007505
Ghostbusters,229008658.00,100658084.00,128350574.00,527,3.3738140417457306,4.1876660341555977
Deadpool,784157111.00,421086402.00,363070709.00,525,7.7714285714285714,2.0975809523809524
Jurassic World,1669979967.00,1017673342.00,652306625.00,523,6.3346080305927342,2.3737093690248566
Godzilla,529076069.00,328400000.00,200676069.00,510,6.3901960784313725,2.5232941176470588
Inglourious Basterds,316915264.00,196140670.00,120774594.00,508,7.3484251968503937,2.9592125984251969
Cloverfield,171302226.00,91253793.00,80048433.00,507,5.8264299802761341,3.9314990138067061
House of Gucci,151331803.00,97522229.00,53809574.00,504,8.5178571428571429,1.5924801587301587
Dunkirk,518058826.00,327990546.00,190068280.00,482,7.0663900414937759,2.9904771784232365
The Departed,289660619.00,157276304.00,132384315.00,456,7.7653508771929825,2.0419298245614035
Skyfall,1110526981.00,806166704.00,304360277.00,439,6.6651480637813212,2.3858314350797267
Django Unchained,449841566.00,287036132.00,162805434.00,430,8.1744186046511628,2.3013953488372093
Aquaman,1143758700.00,808696893.00,335061807.00,430,6.8232558139534884,2.3856744186046512
Drive,81357930.00,46297241.00,35060689.00,425,7.4964705882352941,2.3402117647058824
Tenet,362450957.00,303946852.00,58504105.00,419,6.7279236276849642,2.4443914081145585
Logan,614202315.00,387925247.00,226277068.00,415,8.4771084337349398,2.3209397590361446
Batman Begins,358858124.00,153514350.00,205343774.00,412,8.5024271844660194,2.0973300970873786
Pacific Rim,411002906.00,309200000.00,101802906.00,410,7.3609756097560976,2.4148048780487805
Casino Royale,594420283.00,427055283.00,167365000.00,407,7.6044226044226044,1.9720147420147420
The Hurt Locker,49876984.00,32859173.00,17017811.00,406,6.3620689655172414,4.2115024630541872
The Social Network,224922135.00,127959441.00,96962694.00,403,8.3697270471464020,1.3870967741935484
Ratatouille,626549695.00,420104041.00,206445654.00,385,8.6441558441558442,1.4846233766233766
Toy Story 3,1068879522.00,653874642.00,415004880.00,383,9.2532637075718016,1.4373629242819843
The Lion King,1654367425.00,1110729382.00,543638043.00,383,6.3446475195822454,1.9527415143603133
Superman Returns,391081192.00,190961192.00,200120000.00,375,5.9840000000000000,2.7339733333333333
The Suicide Squad,167120232.00,111302807.00,55817425.00,373,7.0241286863270777,2.6076407506702413
Thor,449326618.00,268295994.00,181030624.00,373,6.8176943699731903,1.7387131367292225
Inside Out,852830107.00,496368396.00,356461711.00,373,8.5549597855227882,2.0623324396782842
Boyhood,57273049.00,31893074.00,25379975.00,373,6.3914209115281501,1.8903753351206434
The Wolf of Wall Street,389918903.00,272969720.00,116949183.00,370,7.3378378378378378,1.9815675675675676
Juno,231450102.00,87954837.00,143495265.00,369,6.9403794037940379,2.1718699186991870
V for Vendetta,130214162.00,59703127.00,70511035.00,367,7.8446866485013624,2.2684196185286104
Harry Potter and the Goblet of Fire,886746240.00,596544488.00,290201752.00,364,7.9313186813186813,1.7304120879120879
Bright,,,n/a,363,7.7630853994490358,2.0332231404958678
Up,731463377.00,438459213.00,293004164.00,362,8.7458563535911602,1.8286464088397790
Frozen,1265596785.00,864643776.00,400953009.00,356,6.9859550561797753,2.1361516853932584
The Martian,653609107.00,425175444.00,228433663.00,351,7.3846153846153846,1.8969800569800570
World War Z,531861650.00,329154939.00,202706711.00,342,6.3771929824561404,2.7326608187134503
Twilight,402280159.00,209510305.00,192769854.00,340,4.5176470588235294,3.9592058823529412
Ready Player One,579055653.00,441365481.00,137690172.00,334,6.8802395209580838,1.6669461077844311
A History of Violence,61477797.00,29984015.00,31493782.00,332,5.6566265060240964,4.5508132530120482
The Hateful Eight,152366784.00,98249368.00,54117416.00,330,6.3865030674846626,2.8825151515151515
Edge of Tomorrow,367028980.00,266822724.00,100206256.00,326,8.3773006134969325,1.4539877300613497
Silent Hill,94704227.00,47721595.00,46982632.00,326,7.3476923076923077,3.6037423312883436
Paranormal Activity,194183034.00,86264224.00,107918810.00,323,5.3622291021671827,6.6039628482972136
Get Out,252297405.00,76459470.00,175837935.00,323,7.2330097087378641,3.2191950464396285
A Quiet Place,334876670.00,146852309.00,188024361.00,321,6.5794392523364486,3.4461993769470405
Ad Astra,135432019.00,85243649.00,50188370.00,320,5.1352201257861635,2.6813125000000000
The Emoji Movie,216564840.00,130475327.00,86089513.00,316,2.7056962025316456,4.3268037974683544
It,701083042.00,372254168.00,328828874.00,315,7.5523809523809524,4.3053333333333333
La La Land,441890079.00,290788276.00,151101803.00,314,7.5445859872611465,1.4264012738853503
Sucker Punch,89758389.00,53365887.00,36392502.00,312,6.4519230769230769,3.5561538461538462
The Hangover,465487583.00,188165080.00,277322503.00,309,6.8770226537216828,2.6460194174757282
Arrival,202863303.00,102317164.00,100546139.00,304,6.8671096345514950,2.0288486842105263
Oblivion,287916633.00,198809398.00,89107235.00,304,6.6019736842105263,2.3059210526315789
Doctor Strange,676354481.00,443712561.00,232641920.00,300,7.5200000000000000,3.0235666666666667
Bohemian Rhapsody,886918326.00,670614987.00,216303339.00,298,7.6369863013698630,1.5136577181208054
Serenity,40319440.00,14804923.00,25514517.00,298,8.9597315436241611,1.9792281879194631
Harry Potter and the Order of the Phoenix,939619849.00,647482589.00,292137260.00,297,6.7508417508417508,2.7660606060606061
Us,256091919.00,81007339.00,175084580.00,297,5.7845117845117845,3.4798316498316498
Terminator Salvation,365491792.00,240169323.00,125322469.00,297,5.7070707070707071,3.4190572390572391
Deadpool 2,786362370.00,461770635.00,324591735.00,296,7.5912162162162162,2.0875337837837838
Iron Man 2,621156389.00,308723058.00,312433331.00,286,6.2167832167832168,2.8260489510489510
Dawn of the Planet of the Apes,710644566.00,502098977.00,208545589.00,282,7.9645390070921986,1.9526595744680851
Black Swan,331266710.00,224312032.00,106954678.00,280,7.6964285714285714,2.5536785714285714
Zootopia,1004629935.00,663361687.00,341268248.00,276,8.6811594202898551,1.2135144927536232
Looper,170466405.00,103980200.00,66486205.00,275,7.0472727272727273,1.8599272727272727
Knocked Up,219265952.00,70504187.00,148761765.00,274,6.1277372262773723,2.9028467153284672
Shutter Island,299461782.00,171448848.00,128012934.00,273,7.3809523809523810,2.5928205128205128
2012,757677748.00,591565581.00,166112167.00,273,5.3369963369963370,3.8243956043956044
Hereditary,81263489.00,37194033.00,44069456.00,273,6.4652014652014652,5.2760439560439560
The Simpsons Movie,527071022.00,343936008.00,183135014.00,272,6.9963235294117647,2.0748897058823529
Aladdin,1046649706.00,691090490.00,355559216.00,272,6.7830882352941176,1.9934191176470588
Little Miss Sunshine,100642353.00,40751255.00,59891098.00,271,7.2081784386617100,2.5440959409594096
Gone Girl,367160781.00,199393592.00,167767189.00,270,7.2014925373134328,2.3160740740740741
Her,48043998.00,22475747.00,25568251.00,269,7.7286245353159851,2.0401858736059480
Elysium,286192091.00,193141974.00,93050117.00,268,6.0849420849420849,2.2530223880597015
1917,370603379.00,211375735.00,159227644.00,267,8.2996254681647940,2.6907490636704120
The Irishman,910234.00,910234.00,n/a,267,7.3445692883895131,1.6408988764044944
Baby Driver,227250102.00,119424240.00,107825862.00,259,7.2200772200772201,1.7024324324324324
Noah,352831065.00,251631021.00,101200044.00,258,4.7198443579766537,2.6232558139534884
Army of the Dead,,,n/a,256,4.5351562500000000,3.9664062500000000
Fantastic Four,167849187.00,111731639.00,56117548.00,255,2.9725490196078431,4.6925098039215686
Ghost in the Shell,167910690.00,127347133.00,40563557.00,253,6.5992063492063492,2.1513833992094862
Zombieland,102236596.00,26646310.00,75590286.00,253,7.8498023715415020,2.6458893280632411
Knives Out,312952178.00,147588118.00,165364060.00,252,7.4642857142857143,1.9242063492063492
The Bourne Ultimatum,444043396.00,216572326.00,227471070.00,251,7.7250996015936255,1.9680079681274900
The Da Vinci Code,767820459.00,550284321.00,217536138.00,250,5.9360000000000000,3.5989600000000000
Rise of the Planet of the Apes,470986200.00,294226015.00,176760185.00,250,8.0280000000000000,1.5365200000000000
Zero Dark Thirty,134612435.00,38891719.00,95720716.00,249,6.3413654618473896,2.6861445783132530
The Shape of Water,195790794.00,131931359.00,63859435.00,249,6.2690763052208835,2.2593172690763052
Quantum of Solace,591692078.00,422323651.00,169368427.00,247,5.7530364372469636,3.7660728744939271
Incredibles 2,1242805359.00,634223615.00,608581744.00,247,7.6032388663967611,1.9356275303643725
The Tree of Life,61721826.00,48416161.00,13305665.00,245,5.8518518518518519,2.0382040816326531
Cloud Atlas,130673154.00,103564882.00,27108272.00,244,7.5000000000000000,1.9540983606557377
Star Trek Beyond,335673708.00,176825368.00,158848340.00,244,5.7581967213114754,2.4406557377049180
The Cabin in the Woods,70683134.00,28609857.00,42073277.00,244,7.2540983606557377,4.0265983606557377
Green Lantern,219535492.00,102934320.00,116601172.00,242,5.5165289256198347,3.1252479338842975
Chappie,105002056.00,73432788.00,31569268.00,240,7.0333333333333333,2.5230833333333333
John Wick,76010510.00,32972675.00,43037835.00,240,7.1958333333333333,2.8222916666666667
The Incredible Hulk,265573859.00,130766946.00,134806913.00,238,6.7983193277310924,2.4082773109243697
The Wolverine,416456852.00,283900000.00,132556852.00,238,6.3403361344537815,2.6593277310924370
Lucy,457507776.00,330933816.00,126573960.00,238,5.3319327731092437,2.2699159663865546
Midsommar,46830824.00,19404461.00,27426363.00,237,5.2531645569620253,4.0073839662447257
American Sniper,547326372.00,197200000.00,350126372.00,236,6.5720338983050847,3.7650847457627119
Dredd,41467606.00,28052892.00,13414714.00,236,8.3432203389830508,2.2428813559322034
No Time to Die,762485241.00,601594234.00,160891007.00,234,5.5256410256410256,3.1538034188034188
Ex Machina,38358392.00,12917421.00,25440971.00,234,7.4743589743589744,1.6922649572649573
Whiplash,39123993.00,26031987.00,13092006.00,232,8.4482758620689655,2.1529310344827586
The Witch,40438974.00,15300269.00,25138705.00,231,6.0216450216450216,5.4923376623376623
Coraline,126037057.00,50750828.00,75286229.00,231,7.2510822510822511,2.2574458874458874
12 Years a Slave,180765061.00,124093068.00,56671993.00,228,7.9473684210526316,2.6389035087719298
The Conjuring,317744402.00,180344261.00,137400141.00,227,7.6475770925110132,5.4411894273127753
It Follows,23236296.00,8562219.00,14674077.00,226,5.5884955752212389,4.6383185840707965
Annihilation,43070915.00,10338614.00,32732301.00,226,6.2168141592920354,2.6126106194690265
Toy Story 4,1073080329.00,639042321.00,434038008.00,225,7.6666666666666667,1.5896444444444444
Taken,226941585.00,81940596.00,145000989.00,225,7.5200000000000000,2.4263555555555556
Gran Torino,274543085.00,126447783.00,148095302.00,224,8.0223214285714286,2.2446428571428571
Speed Racer,93394462.00,49448696.00,43945766.00,224,7.8973214285714286,2.8796875000000000
Slumdog Millionaire,383825427.00,242494724.00,141330703.00,222,7.5225225225225225,2.2846396396396396
The Prestige,104407366.00,51317475.00,53089891.00,221,8.3167420814479638,1.8975113122171946
Argo,227140757.00,91115254.00,136025503.00,221,7.6698564593301435,1.4227149321266968
John Carter,282778100.00,209719421.00,73058679.00,221,7.1764705882352941,2.3713574660633484
Ted,556016627.00,337350887.00,218665740.00,220,6.4454545454545455,2.2895454545454545
Dark Phoenix,246356895.00,180510921.00,65845974.00,220,4.7090909090909091,3.6424545454545455
Uncut Gems,,,50023780.00,220,6.3090909090909091,3.3808181818181818
Apocalypto,121032272.00,70165637.00,50866635.00,219,7.2648401826484018,3.3941095890410959
Superbad,169955142.00,48491916.00,121463226.00,218,7.4082568807339450,2.5976146788990826
Hugo,180047784.00,106183277.00,73864507.00,218,7.3165137614678899,1.4425229357798165
The Lone Ranger,260002115.00,170700000.00,89302115.00,215,6.5953488372093023,3.1073488372093023
Sherlock Holmes,498438212.00,289409533.00,209028679.00,213,7.1032863849765258,2.3363849765258216
The Great Gatsby,353640419.00,208800000.00,144840419.00,211,6.7203791469194313,1.8718957345971564
Soul,118708427.00,118708427.00,n/a,210,8.3619047619047619,1.2891904761904762
The Grand Budapest Hotel,163503514.00,104427495.00,59076019.00,209,7.5023923444976077,1.4775119617224880
Coco,797666425.00,587206410.00,210460015.00,208,8.4663461538461538,1.5147596153846154
Teenage Mutant Ninja Turtles,485004754.00,293800000.00,191204754.00,208,5.0865384615384615,3.3244230769230769
Hot Fuzz,81742618.00,58123832.00,23618786.00,208,8.2548076923076923,1.7575000000000000
Fantastic Beasts and Where to Find Them,811724385.00,577686810.00,234037575.00,205,6.3609756097560976,1.9909756097560976
The Curious Case of Benjamin Button,329631958.00,202122632.00,127509326.00,205,6.4682926829268293,2.5343902439024390
28 Weeks Later,64232714.00,35593798.00,28638916.00,204,6.6078431372549020,3.7322058823529412
Moonlight,65157139.00,37302208.00,27854931.00,204,6.6323529411764706,2.0441176470588235
Cats,75486351.00,48319581.00,27166770.00,203,4.9455445544554455,3.9909359605911330
10 Cloverfield Lane,108286422.00,36203423.00,72082999.00,203,7.3034825870646766,2.3487192118226601
Sicario,84335703.00,37446410.00,46889293.00,202,7.8514851485148515,2.2702970297029703
Fury,210315681.00,124497775.00,85817906.00,202,6.4306930693069307,4.7935643564356436
Where the Wild Things Are,99123656.00,21890189.00,77233467.00,202,6.0891089108910891,4.0868316831683168
The Girl with the Dragon Tattoo,239373970.00,136858177.00,102515793.00,201,7.6865671641791045,1.8902985074626866
Call Me by Your Name,41708576.00,23643396.00,18065180.00,200,8.3500000000000000,1.7152000000000000
Wanted,13753723.00,13404086.00,349637.00,199,5.7386934673366834,2.9618592964824121
Up in the Air,166842739.00,83019358.00,83823381.00,199,6.7336683417085427,2.9087939698492462
Hancock,624234272.00,396287998.00,227946274.00,198,6.6464646464646465,2.6380303030303030
Life of Pi,619310368.00,494323346.00,124987022.00,197,7.9695431472081218,1.5247715736040609
Sausage Party,141344255.00,43673897.00,97670358.00,197,5.0659898477157360,3.1140101522842640
Snow White and the Huntsman,401021746.00,245884991.00,155136755.00,197,6.4568527918781726,2.3188832487309645
Knowing,186450317.00,106492683.00,79957634.00,197,6.0913705583756345,3.5055329949238579
Jojo Rabbit,87068472.00,53697566.00,33370906.00,196,7.7908163265306122,2.4062755102040816
Now You See Me,342769200.00,225045211.00,117723989.00,196,6.4438775510204082,1.9321428571428571
21 Jump Street,202812429.00,64364762.00,138447667.00,196,7.2295918367346939,1.8856122448979592
Finding Dory,1025006125.00,538710564.00,486295561.00,196,7.4693877551020408,1.7153571428571429
Tropic Thunder,191145256.00,80629943.00,110515313.00,195,6.6820512820512821,2.8112307692307692
The Fountain,15461638.00,5317628.00,10144010.00,195,7.8358974358974359,1.8562564102564103
Nightcrawler,50334418.00,17953200.00,32381218.00,194,8.2938144329896907,1.7421134020618557
Cars,461630558.00,217547576.00,244082982.00,194,7.6649484536082474,1.5021134020618557
The Hangover Part II,586764305.00,332300000.00,254464305.00,194,5.4329896907216495,3.0463917525773196
Jupiter Ascending,181982519.00,134500000.00,47482519.00,192,5.1718750000000000,2.8764062500000000
The Babadook,7482387.00,6531595.00,950792.00,192,7.0526315789473684,5.1906770833333333
True Grit,252276928.00,81033923.00,171243005.00,192,7.4427083333333333,1.6515625000000000
Furious 7,1516881526.00,1163874506.00,353007020.00,191,6.6544502617801047,3.4972774869109948
Cars 2,560155383.00,368704508.00,191450875.00,191,5.7486910994764398,2.7249214659685864
Big Hero 6,649657407.00,427129579.00,222527828.00,191,7.9371727748691099,1.7249738219895288
Meet the Spartans,84646831.00,46413155.00,38233676.00,190,2.5000000000000000,5.1621578947368421
Source Code,140428499.00,85716272.00,54712227.00,190,7.6421052631578947,1.2529473684210526
Tomb Raider,273477501.00,215226698.00,58250803.00,189,6.3121693121693122,2.0992592592592593
Lincoln,273346281.00,91138308.00,182207973.00,189,7.3174603174603175,1.5805820105820106
"Three Billboards Outside Ebbing, Missouri",161456746.00,106943006.00,54513740.00,189,7.7830687830687831,2.7240211640211640
Cinderella,542351353.00,341200000.00,201151353.00,188,7.3617021276595745,2.2538297872340426
The Mist,57189408.00,31595653.00,25593755.00,187,6.3903743315508021,5.2564171122994652
Valerian and the City of a Thousand Planets,215098356.00,174618986.00,40479370.00,187,6.3475935828877005,2.3578609625668449
Prisoners,113361720.00,52359418.00,61002302.00,186,8.0376344086021505,2.4214516129032258
Brave,554606532.00,317324350.00,237282182.00,186,7.0053763440860215,1.7976881720430108
Clash of the Titans,493214888.00,330000000.00,163214888.00,186,4.6290322580645161,3.6280645161290323
Lady Bird,78944998.00,29986725.00,48958273.00,185,7.5675675675675676,1.6376216216216216
Maleficent,758536735.00,517129407.00,241407328.00,183,6.9890710382513661,2.8660655737704918
Cruella,226892470.00,140789236.00,86103234.00,183,7.2021857923497268,2.4707650273224044
Halloween,255416089.00,96050074.00,159366015.00,183,6.5956284153005464,3.2661202185792350
Frozen II,1445182280.00,967808702.00,477373578.00,183,7.0329670329670330,2.0372677595628415
Evil Dead,99041947.00,44802091.00,54239856.00,182,6.9890109890109890,4.7095054945054945
Rambo,113244290.00,70490185.00,42754105.00,181,8.7348066298342541,3.4088397790055249
Grindhouse,50187789.00,25156752.00,25031037.00,181,6.8950276243093923,3.8299447513812155
Insidious,,,5508.00,180,7.0388888888888889,5.1142222222222222
The Greatest Showman,433606178.00,259266004.00,174340174.00,179,7.8715083798882682,1.4092178770949721
Crash,101173038.00,45838620.00,55334418.00,179,8.0416666666666667,2.0270949720670391
The Master,50879131.00,34631972.00,16247159.00,179,5.8715083798882682,2.1056983240223464
Monsters University,743455810.00,474967481.00,268488329.00,178,7.5168539325842697,1.4029775280898876
The New Mutants,44612280.00,20756711.00,23855569.00,177,3.4858757062146893,4.5890960451977401
The Purge,91266581.00,26793466.00,64473115.00,175,4.7828571428571429,4.3541714285714286
The Golden Compass,367262558.00,297154830.00,70107728.00,175,6.4046242774566474,2.6027428571428571
Alice in Wonderland,1025491110.00,691300000.00,334191110.00,174,5.5433526011560694,2.5613793103448276
Chronicle,123681790.00,59106615.00,64575175.00,174,7.2931034482758621,2.0663218390804598
The Invisible Man,138996774.00,74082724.00,64914050.00,174,6.5000000000000000,3.4591954022988506
The Predator,159487563.00,108462855.00,51024708.00,174,3.9885057471264368,4.3404022988505747
United 93,77635035.00,46067901.00,31567134.00,173,7.7167630057803468,2.8135838150289017
Burn After Reading,168167798.00,107812451.00,60355347.00,173,6.1213872832369942,2.7891329479768786
Free Guy,323599369.00,201972771.00,121626598.00,172,6.8720930232558140,1.7976744186046512
Epic Movie,86858578.00,47119211.00,39739367.00,171,1.7251461988304094,6.0701169590643275
The Interview,12342632.00,6237457.00,6105175.00,170,5.6470588235294118,2.6090000000000000
Tomorrowland,206627518.00,113191196.00,93436322.00,169,6.3964497041420118,2.3805325443786982
Atonement,129779728.00,78799569.00,50980159.00,169,6.5739644970414201,3.0862130177514793
Passengers,302239672.00,202224973.00,100014699.00,169,6.6153846153846154,2.3109467455621302
Eternal Sunshine of the Spotless Mind,72401378.00,38034860.00,34366518.00,168,8.9523809523809524,2.1350595238095238
Once,23151277.00,13705420.00,9445857.00,168,7.8452380952380952,1.8639880952380952
Eragon,249488115.00,174457952.00,75030163.00,167,2.9216867469879518,3.9894011976047904
Michael Clayton,92987651.00,43953769.00,49033882.00,167,6.8502994011976048,1.7313772455089820
The Maze Runner,348319861.00,245891999.00,102427862.00,167,6.1736526946107784,1.9550898203592814
Salt,290650494.00,172339126.00,118311368.00,167,6.3113772455089820,2.1223353293413174
The Imitation Game,227328585.00,136203442.00,91125143.00,167,7.7425149700598802,1.9079640718562874
Beauty and the Beast,1273109220.00,769095055.00,504014165.00,167,6.6586826347305389,1.3901197604790419
Moneyball,111300835.00,35695343.00,75605492.00,166,8.0060975609756098,1.0404819277108434
Divergent,276014965.00,125067070.00,150947895.00,166,5.6807228915662651,2.1184939759036145
Syriana,92690959.00,41866339.00,50824620.00,166,6.3493975903614458,2.5331325301204819
Oz the Great and Powerful,490359051.00,255588055.00,234770996.00,165,5.8060606060606061,2.5095151515151515
Pixels,244041804.00,165275818.00,78765986.00,165,5.3393939393939394,3.4755151515151515
Moonrise Kingdom,68848446.00,23335980.00,45512466.00,164,7.3658536585365854,1.2176829268292683
War for the Planet of the Apes,489592267.00,342712105.00,146880162.00,164,7.6768292682926829,2.6667073170731707
Spotlight,91902438.00,46846662.00,45055776.00,164,8.3456790123456790,2.1690853658536585
Memento,39719431.00,14174564.00,25544867.00,164,8.8220858895705521,1.1603658536585366
Contagion,137551594.00,61893497.00,75658097.00,163,5.9570552147239264,2.5649693251533742
Rocky Balboa,156229050.00,85959151.00,70269899.00,163,8.4417177914110429,2.3907361963190184
Captain Phillips,220648184.00,113511767.00,107136417.00,160,8.2125000000000000,1.6685625000000000
Bridesmaids,289632023.00,120420305.00,169211718.00,160,6.7937500000000000,2.1046875000000000
Finding Nemo,936094852.00,555565482.00,380529370.00,160,8.8562500000000000,1.0324375000000000
Doctor Sleep,71856239.00,40274527.00,31581712.00,159,6.7106918238993711,2.5267295597484277
War of the Worlds,606836535.00,372556181.00,234280354.00,159,5.8354430379746835,3.7733962264150943
The Green Knight,18869960.00,1696639.00,17173321.00,158,5.5949367088607595,3.0037341772151899
The Jungle Book,953554418.00,589553295.00,364001123.00,158,7.4303797468354430,1.5416455696202532
Bumblebee,465195589.00,338000000.00,127195589.00,158,7.2215189873417722,1.4447468354430380
The Descent,57051053.00,31026597.00,26024456.00,157,7.3375796178343949,5.4532484076433121
Gladiator,456435588.00,268751783.00,187683805.00,157,8.5668789808917197,2.3480254777070064
First Man,105703325.00,60766780.00,44936545.00,157,6.7961783439490446,2.0112101910828025
Rango,245724600.00,122246993.00,123477607.00,157,7.1464968152866242,1.9266242038216561
How to Train Your Dragon,494870992.00,277289760.00,217581232.00,157,8.8789808917197452,1.1716560509554140
The Book of Eli,158750817.00,63915758.00,94835059.00,156,6.9230769230769231,2.4092948717948718
A Good Day to Die Hard,304249198.00,236900000.00,67349198.00,155,4.3290322580645161,3.4770967741935484
Battleship,313477717.00,248244317.00,65233400.00,155,4.5548387096774194,4.0280000000000000
Shrek,491812794.00,224157783.00,267655011.00,153,9.0000000000000000,1.0571241830065359
Halloween Kills,130854215.00,38852060.00,92002155.00,152,5.7039473684210526,4.1030921052631579
Midnight in Paris,162275213.00,105458551.00,56816662.00,151,7.8079470198675497,1.0958278145695364
Moon,10676073.00,5665910.00,5010163.00,150,8.3733333333333333,1.5454666666666667
Saw,103880027.00,47911300.00,55968727.00,149,7.0469798657718121,5.2658389261744966
Zodiac,83080084.00,50000000.00,33080084.00,149,7.9261744966442953,2.4228859060402685
How to Train Your Dragon 2,614586270.00,437583346.00,177002924.00,148,8.4662162162162162,1.6507432432432432
Blood Diamond,171377916.00,114000000.00,57377916.00,148,8.3175675675675676,2.2437837837837838
The Grey,81249176.00,29669040.00,51580136.00,147,6.7006802721088435,2.5581632653061224
Despicable Me,543464573.00,291950588.00,251513985.00,147,7.6530612244897959,1.3553061224489796
Into the Wild,56822960.00,38468604.00,18354356.00,147,7.6054421768707483,2.2901360544217687
Sin City,158527918.00,84424098.00,74103820.00,146,7.9318181818181818,2.9125342465753425
The Mummy,409953905.00,329852780.00,80101125.00,145,4.8137931034482759,3.1611724137931034
Bird Box,,,n/a,145,5.5862068965517241,2.9857931034482759
Moana,634965560.00,386208516.00,248757044.00,144,7.6180555555555556,1.2485416666666667
Tangled,584899819.00,384077883.00,200821936.00,144,8.3194444444444444,1.4019444444444444
Disaster Movie,36720752.00,22529851.00,14190901.00,144,1.3958333333333333,5.8304861111111111
The Secret Life of Walter Mitty,187861183.00,129624345.00,58236838.00,144,7.8125000000000000,1.4785416666666667
The Adventures of Tintin,373993951.00,296402120.00,77591831.00,143,7.7972027972027972,1.1825174825174825
Creed,173567581.00,63800000.00,109767581.00,143,8.0000000000000000,1.5768531468531469
Live Free or Die Hard,382288147.00,247758744.00,134529403.00,143,7.7762237762237762,2.0313986013986014
The Constant Gardener,86301599.00,52721801.00,33579798.00,142,6.5845070422535211,3.3020422535211268
Jason Bourne,416168316.00,253975396.00,162192920.00,142,5.9718309859154930,2.6117605633802817
The Other Guys,170936470.00,51716492.00,119219978.00,141,6.3404255319148936,1.9457446808510638
Hellboy,99823958.00,40200000.00,59623958.00,141,5.7446808510638298,3.4720567375886525
Robin Hood,85210012.00,54385384.00,30824628.00,141,6.0354609929078014,3.2685815602836879
An American Carol,7022183.00,8992.00,7013191.00,140,5.5357142857142857,2.9477142857142857
The Gentlemen,113876604.00,77404808.00,36471796.00,140,7.9642857142857143,1.5923571428571429
Olympus Has Fallen,172878928.00,73951336.00,98927592.00,139,5.3812949640287770,3.0887050359712230
The Queen,128885873.00,72444162.00,56441711.00,139,7.0359712230215827,2.5999280575539568
