Movie Title,Opening Weekend,Avg Expert Score,Avg User Score
Persepolis,88826.00,89.4838709677419355,7.3818181818181818
Inside Deep Throat,88709.00,67.6052631578947368,8.0000000000000000
Alone in Berlin,8869.00,55.9375000000000000,6.4000000000000000
The Legend of Hercules,8868318.00,28.2105263157894737,1.4918032786885246
Countdown,8865082.00,38.0625000000000000,5.4117647058823529
White Boy Rick,8860431.00,61.8285714285714286,6.3809523809523810
Oldboy,885382.00,52.5121951219512195,5.1714285714285714
The Covenant,8852458.00,27.6250000000000000,5.1956521739130435
Great Expectations,88500.00,63.1304347826086957,8.0000000000000000
The Tracey Fragments,8846.00,54.0000000000000000,8.9500000000000000
A Haunted House 2,8843875.00,24.6875000000000000,4.1250000000000000
Skyfall,88364714.00,81.2653061224489796,6.6575342465753425
Harry Potter and the Chamber of Secrets,88357488.00,66.1142857142857143,7.5714285714285714
The Secrets We Keep,88306.00,52.6428571428571429,5.5000000000000000
Earth,8825760.00,73.4230769230769231,4.8571428571428571
Get Low,88182.00,77.3428571428571429,7.0869565217391304
La La Land,881104.00,91.5555555555555556,7.5512820512820513
Hotel Mumbai,88065.00,66.1515151515151515,7.3703703703703704
The Greatest Showman,8805843.00,53.3023255813953488,7.8651685393258427
Edie,8801.00,49.0909090909090909,9.0000000000000000
The Witch,8800230.00,81.6956521739130435,6.0216450216450216
Only Lovers Left Alive,87989.00,80.0975609756097561,6.8918918918918919
Green Room,87984.00,79.0476190476190476,7.3793103448275862
Forty Shades of Blue,8795.00,73.1875000000000000,7.0000000000000000
The Iceman,87946.00,62.5357142857142857,6.7222222222222222
Words and Pictures,87879.00,54.5384615384615385,5.8888888888888889
Happenstance,8777.00,61.0000000000000000,6.0000000000000000
Ilo Ilo,8775.00,81.3333333333333333,7.7500000000000000
Seed of Chucky,8774520.00,48.8235294117647059,4.5882352941176471
Texas Killing Fields,8772.00,51.8823529411764706,4.8333333333333333
Ammonite,87552.00,72.8536585365853659,6.0000000000000000
21 and Over,8754168.00,39.1904761904761905,5.4848484848484848
Piercing,8752.00,65.0434782608695652,4.7500000000000000
Spiral,8750034.00,68.0000000000000000,5.4000000000000000
Factory Girl,87477.00,51.2592592592592593,6.8125000000000000
Journey from the Fall,87442.00,72.2000000000000000,9.0000000000000000
That Awkward Moment,8742109.00,42.6666666666666667,5.2500000000000000
Marci X,872950.00,25.7058823529411765,10.0000000000000000
Red Planet,8721296.00,40.5925925925925926,7.3888888888888889
The Future of Food,8721.00,69.2857142857142857,6.5000000000000000
Confessions of a Dangerous Mind,87199.00,69.2424242424242424,6.4285714285714286
Salinger,86956.00,47.9285714285714286,6.0000000000000000
The Eagle,8684464.00,57.1714285714285714,6.3333333333333333
Legend,86836.00,58.0000000000000000,6.2857142857142857
Monster,86831.00,76.1500000000000000,8.4166666666666667
Experimenter,8682.00,80.2500000000000000,7.2000000000000000
The Constant Gardener,8673803.00,82.2307692307692308,6.5845070422535211
Last Days,86556.00,68.2777777777777778,3.5384615384615385
Bulletproof Monk,8653542.00,45.0000000000000000,5.6666666666666667
Little Accidents,8649.00,60.6111111111111111,4.0000000000000000
The Visitor,86488.00,79.7586206896551724,7.6052631578947368
Blood Diamond,8648324.00,66.3846153846153846,8.3175675675675676
50/50,8644095.00,73.6428571428571429,8.2181818181818182
Baghead,8640.00,64.6521739130434783,6.2000000000000000
"Hale County This Morning, This Evening",8640.00,84.5263157894736842,4.0000000000000000
Dracula 2000,8636567.00,31.9285714285714286,6.7000000000000000
I Declare War,8634.00,60.2941176470588235,4.0000000000000000
Cabin Fever,8633585.00,60.0645161290322581,5.0645161290322581
"As Above, So Below",8632820.00,44.3478260869565217,5.8181818181818182
30 Beats,8624.00,27.1666666666666667,1.00000000000000000000
Tulpan,8620.00,86.3750000000000000,5.9230769230769231
Fast Five,86198765.00,67.8780487804878049,7.1590909090909091
Paper Man,8613.00,41.7333333333333333,5.7500000000000000
Invictus,8611147.00,73.8823529411764706,6.6493506493506494
"I, Frankenstein",8610441.00,34.3000000000000000,4.3846153846153846
Baby Boy,8606403.00,59.0384615384615385,6.0000000000000000
UglyDolls,8603407.00,42.7000000000000000,3.0000000000000000
Never Back Down,8603195.00,45.2727272727272727,6.7090909090909091
School for Scoundrels,8602333.00,47.7500000000000000,4.6666666666666667
Shake Hands with the Devil,86.00,63.1250000000000000,6.0000000000000000
Screwball,8595.00,72.9000000000000000,8.5000000000000000
The Hangover Part II,85946294.00,50.5000000000000000,5.4352331606217617
Bernie,85805.00,75.4857142857142857,7.3333333333333333
The Aviator,858021.00,79.0000000000000000,7.6304347826086957
Ballast,8572.00,83.2916666666666667,10.0000000000000000
Divine Intervention,856.00,75.2500000000000000,1.00000000000000000000
About a Boy,8557630.00,75.7368421052631579,7.2608695652173913
The Hottest State,8545.00,50.6000000000000000,6.5000000000000000
Tower,8542.00,89.4090909090909091,8.8333333333333333
The Second Best Exotic Marigold Hotel,8540370.00,56.2500000000000000,6.1153846153846154
Thumbsucker,85327.00,71.0000000000000000,6.8125000000000000
Undead,8527.00,39.9000000000000000,5.2500000000000000
Faster,8523153.00,58.8888888888888889,8.0000000000000000
Before Night Falls,85230.00,84.7692307692307692,7.0000000000000000
Persecuted,851391.00,19.4444444444444444,5.3333333333333333
Tai Chi Zero,85094.00,55.7692307692307692,4.2000000000000000
Doctor Strange,85058311.00,72.6326530612244898,7.5200000000000000
Tyson,85046.00,82.5357142857142857,8.7333333333333333
To Dust,8496.00,70.2500000000000000,8.0000000000000000
The Dark Horse,8487.00,77.8000000000000000,7.6000000000000000
Born Romantic,8477.00,68.6363636363636364,5.0000000000000000
Chop Shop,8475.00,83.4500000000000000,7.0000000000000000
Tusk,846831.00,57.1818181818181818,4.8363636363636364
The Magdalene Sisters,84553.00,83.1052631578947368,8.7500000000000000
The Guest,84527.00,76.7931034482758621,7.3389830508474576
Girl Play,8441.00,42.8750000000000000,6.0000000000000000
Timeline,8440629.00,35.3750000000000000,5.6250000000000000
The Switch,8436713.00,56.6333333333333333,5.7391304347826087
Haywire,8425370.00,67.9500000000000000,5.2168674698795181
Despicable Me 2,84227980.00,63.8717948717948718,7.2812500000000000
Weiner,84173.00,83.7272727272727273,8.7500000000000000
The Good Lie,841422.00,68.0000000000000000,7.5555555555555556
Descent,8411.00,48.8000000000000000,3.0000000000000000
You Again,8407513.00,35.3200000000000000,5.3043478260869565
The Passion of the Christ,83848082.00,52.7045454545454545,7.0761904761904762
When the Game Stands Tall,8381509.00,46.4166666666666667,6.3076923076923077
Black and Blue,8376846.00,57.6086956521739130,6.7333333333333333
Deep Blue,8373.00,71.8235294117647059,8.0000000000000000
Earth to Echo,8364199.00,57.2258064516129032,4.5238095238095238
Pasolini,8362.00,70.6666666666666667,6.5000000000000000
Brick,83574.00,73.3529411764705882,7.1388888888888889
What We Do in the Shadows,83555.00,76.6969696969696970,8.1777777777777778
Maybe Baby,8351.00,49.2727272727272727,0E-20
Sleepless,8344128.00,40.4666666666666667,3.7857142857142857
Milarepa,8330.00,57.1000000000000000,8.0000000000000000
The Vatican Tapes,832271.00,43.0000000000000000,4.6666666666666667
Jersey Girl,8319171.00,50.1428571428571429,7.9000000000000000
Love the Coopers,8317545.00,38.8846153846153846,4.4666666666666667
Severance,8316.00,65.9565217391304348,6.7777777777777778
Project Almanac,8310252.00,51.0800000000000000,4.8367346938775510
Wrath of Man,8309007.00,60.0789473684210526,6.7884615384615385
Where the Heart Is,8292939.00,36.8214285714285714,10.0000000000000000
Just Wright,8284989.00,54.3076923076923077,5.2857142857142857
High School,82832.00,36.9375000000000000,7.5000000000000000
Bhutto,8275.00,70.4615384615384615,10.0000000000000000
How to Talk to Girls at Parties,827.00,54.7083333333333333,4.2500000000000000
Broken City,8268908.00,53.0000000000000000,4.8421052631578947
Crazy Heart,82664.00,83.3437500000000000,6.9411764705882353
Wolf,82640.00,56.0666666666666667,0.75000000000000000000
Oh My God,8263.00,38.8888888888888889,8.5000000000000000
Extra Ordinary,82543.00,73.6428571428571429,6.0000000000000000
Been Rich All My Life,8252.00,69.3529411764705882,8.0000000000000000
Wrinkles the Clown,8248.00,57.2500000000000000,6.0000000000000000
A Walk in the Woods,8246267.00,54.9666666666666667,6.1052631578947368
Equity,82434.00,69.4137931034482759,5.1818181818181818
Monsters University,82429469.00,67.3170731707317073,7.5168539325842697
Pray the Devil Back to Hell,8227.00,79.8000000000000000,9.0000000000000000
Stuber,8225384.00,47.7567567567567568,6.5000000000000000
Dear Wendy,8222.00,40.3600000000000000,7.1428571428571429
It Felt Like Love,8211.00,76.8461538461538462,3.0000000000000000
Pulse,8203822.00,32.9444444444444444,3.9032258064516129
The Other Boleyn Girl,8203061.00,54.7941176470588235,5.9259259259259259
Auggie Rose,8200.00,55.5000000000000000,8.0000000000000000
Cold Creek Manor,8190574.00,41.8387096774193548,4.8750000000000000
Dark Skies,8189166.00,53.1578947368421053,5.6346153846153846
Eternal Sunshine of the Spotless Mind,8175198.00,87.8780487804878049,8.9523809523809524
Layer Cake,81706.00,74.0333333333333333,7.7777777777777778
No Home Movie,8151.00,80.7000000000000000,7.0000000000000000
306 Hollywood,8150.00,68.5000000000000000,7.0000000000000000
Sin Nombre,81446.00,78.8181818181818182,7.6875000000000000
The Art of Racing in the Rain,8137584.00,49.0322580645161290,7.1000000000000000
Hyde Park on Hudson,81362.00,58.5609756097560976,5.0000000000000000
First Cow,81323.00,87.0454545454545455,6.9000000000000000
Dream House,8129355.00,40.0000000000000000,5.8000000000000000
Reindeer Games,8128356.00,42.9696969696969697,5.1666666666666667
Make Your Move,81172.00,45.0000000000000000,3.0000000000000000
Fright Night,8114388.00,66.0000000000000000,6.4794520547945205
The Grand Budapest Hotel,811166.00,87.4583333333333333,7.4903846153846154
The Medallion,8111324.00,43.3333333333333333,3.7500000000000000
No Escape,8111264.00,45.9393939393939394,6.3389830508474576
Margot at the Wedding,81035.00,67.7297297297297297,5.9428571428571429
Locke,81006.00,81.0540540540540541,7.2763157894736842
Dark Money,8100.00,73.7058823529411765,8.0000000000000000
The Big Kahuna,80957.00,61.1111111111111111,7.0000000000000000
August,8092.00,44.0000000000000000,7.0000000000000000
The Last Winter,8090.00,70.3529411764705882,5.4444444444444444
Remember Me,8089139.00,47.0344827586206897,7.3037974683544304
Loosies,808.00,39.8181818181818182,9.0000000000000000
Keeping the Faith,8078671.00,62.6774193548387097,5.0000000000000000
Jesus Henry Christ,8065.00,44.3333333333333333,3.5000000000000000
Peaceful Warrior,80602.00,44.1739130434782609,7.7272727272727273
Love Happens,8057010.00,40.5384615384615385,4.9230769230769231
Yakuza Princess,8056.00,40.8181818181818182,1.5000000000000000
The Trip to Italy,80522.00,76.5277777777777778,4.5000000000000000
Henry Poole Is Here,805219.00,50.0000000000000000,4.5000000000000000
The Runaways,805115.00,67.4166666666666667,6.3333333333333333
Lonely Hearts,80423.00,62.1428571428571429,6.3333333333333333
Jerichow,8042.00,72.5714285714285714,8.0000000000000000
Black Widow,80366312.00,69.2631578947368421,6.6003976143141153
Before the Fall,8036.00,66.1111111111111111,8.1428571428571429
The Man Who Knew Infinity,80325.00,61.3076923076923077,7.3846153846153846
Buzzard,8031.00,76.2666666666666667,5.3333333333333333
Joe Dirt,8016008.00,27.4615384615384615,8.1785714285714286
Aliens in the Attic,8008423.00,47.2000000000000000,4.4090909090909091
Rough Night,8004283.00,55.6750000000000000,5.1612903225806452
The Ruins,8003421.00,49.5333333333333333,5.0625000000000000
Cachorro,8002.00,66.8750000000000000,7.0000000000000000
Man on a Ledge,8001932.00,45.8750000000000000,6.0000000000000000
Snowden,8000058.00,61.6279069767441860,7.1250000000000000
Teenage,8000.00,68.3750000000000000,4.0000000000000000
Filmworker,7984.00,74.1052631578947368,8.0000000000000000
Donald Cried,7977.00,71.4615384615384615,8.0000000000000000
Atonement,796836.00,84.7777777777777778,6.5808383233532934
Till Human Voices Wake Us,7968.00,44.2916666666666667,0E-20
The Fall,79611.00,66.9130434782608696,8.1730769230769231
The Tribes of Palos Verdes,796.00,51.6000000000000000,5.0000000000000000
Chernobyl Diaries,7955307.00,37.1764705882352941,4.5588235294117647
Lost Souls,7954766.00,24.4482758620689655,5.8750000000000000
Dream Horse,794741.00,68.7000000000000000,6.3333333333333333
Delivery Man,7944977.00,49.0000000000000000,6.6666666666666667
Here,7927.00,70.7777777777777778,3.0000000000000000
Personal Shopper,79175.00,77.3157894736842105,5.9333333333333333
Everything Must Go,791676.00,67.7027027027027027,5.8500000000000000
The Assistant,79141.00,79.0697674418604651,5.3181818181818182
The November Man,7911597.00,44.5312500000000000,5.1428571428571429
Oz the Great and Powerful,79110453.00,51.0476190476190476,5.7804878048780488
The Man with the Iron Fists,7910980.00,54.7368421052631579,5.6857142857142857
Quitting,7908.00,65.5789473684210526,9.5000000000000000
Valhalla Rising,7905.00,62.8000000000000000,6.0666666666666667
Touch Me Not,7903.00,66.6153846153846154,8.0000000000000000
The Seagull,79016.00,60.0967741935483871,5.0000000000000000
Safe,7892539.00,59.2800000000000000,6.2121212121212121
Nothing Left to Fear,7886.00,17.8571428571428571,5.5000000000000000
Trial by Fire,78817.00,55.0526315789473684,0E-20
The White Crow,78782.00,63.5862068965517241,7.0000000000000000
What to Do in Case of Fire,7874.00,54.8000000000000000,10.0000000000000000
Traitor,7868465.00,63.0344827586206897,8.1851851851851852
The Princess and the Frog,786190.00,75.8620689655172414,7.7301587301587302
Winnie the Pooh,7857076.00,74.6153846153846154,8.6216216216216216
The Nativity Story,7849304.00,54.6071428571428571,7.6538461538461538
Hunt for the Wilderpeople,78439.00,81.0333333333333333,7.9166666666666667
The Counselor,7842930.00,53.0476190476190476,4.3711340206185567
